gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,nb_neg_broadcast,nb_pos_broadcast,useful_drops,useless_drops,objective_prog,objective_failed,teammates_reach,winner
222,13355.675,9660.075,1893.5,3898.71,3,3,100,100,1,1,40,86,10992,4830,0,5887,250,8470,5,34817,-1
223,13355.675,9660.075,1941.49,3896.14,2,2,100,100,1,1,40,79,6987,3316,0,5437,419,9816,4,36905,-1
224,13355.675,9660.075,1974.25,3612.43,2,3,100,100,1,2,40,87,10722,8500,0,3971,359,9336,21,31987,-1
225,13355.675,8784.7,2129.1,3568.74,2,2,100,100,1,3,40,80,5805,4431,0,2594,151,8320,2,25768,-1
226,13355.675,8988.175,2226.82,3573.49,2,3,100,100,1,4,40,75,5903,5254,0,3081,281,7257,10,39527,-1
227,13355.675,9426.95,2279.37,3557.37,2,3,100,100,1,5,40,79,5908,5032,0,3633,412,7811,7,33936,-1
228,13355.675,10120.525,2418.88,3602.88,3,3,100,100,1,4,40,79,6038,4350,0,5322,470,11696,4,43851,-1
229,13355.675,10120.525,2400.04,3869.08,2,3,100,100,1,8,40,85,5456,2039,0,8247,379,13617,4,33497,-1
230,13355.675,10310.225,2376.15,3958.54,3,3,100,100,1,10,40,83,5077,2298,0,6913,611,10552,1,38460,-1
231,13355.675,10385.7,2425.47,4232.77,3,3,100,100,1,16,40,100,7924,3208,0,8784,219,14253,6,36370,-1
232,11730.5,10382.65,2336.73,4283.2,2,3,100,100,1,19,40,88,7231,5001,0,8151,603,10495,0,43415,-1
233,11730.5,11401.0,2340.85,4602.42,2,3,100,100,1,4,40,92,5208,1741,0,10409,587,11994,3,42169,-1
234,11730.5,12863.625,2261.08,4759.01,2,3,100,100,1,1,40,81,3346,584,0,11706,80,10906,7,32534,-1
235,10464.725,11284.9,2233.42,4814.09,3,3,100,100,2,6,40,88,3338,450,0,9118,105,9348,5,29666,-1
236,11560.8,13309.3,2201.22,4965.16,3,3,100,100,1,1,40,82,5582,1150,0,12227,74,8710,8,34401,-1
237,10464.725,12297.55,2070.0,4933.27,2,3,100,100,1,2,40,86,9002,848,0,12383,204,8550,4,32898,-1
238,10464.725,14759.525,1951.13,5020.89,2,3,100,100,1,1,40,85,8821,1290,0,13090,134,8794,5,34410,-1
239,10464.725,14759.525,1961.6,5141.12,3,3,100,100,2,1,40,82,2703,388,0,12392,132,9121,2,23165,-1
240,10464.725,14759.525,1969.34,5231.6,3,3,100,100,2,1,40,84,2046,443,0,12771,200,5112,18,26027,-1
241,10464.725,14759.525,2110.85,5187.9,3,3,100,100,2,1,40,88,1935,278,0,10717,260,8834,9,29871,-1
242,9394.225,14759.525,2088.4,5280.9,3,3,100,100,2,2,40,73,1350,220,0,8887,232,7161,2,26675,-1
243,9394.225,14759.525,2048.22,5281.15,2,3,100,100,2,2,40,73,3948,600,0,8509,132,7344,5,31228,-1
244,9817.125,14759.525,1963.55,5231.21,3,3,100,100,4,2,40,79,9745,1484,0,8643,102,8132,7,24015,-1
245,9817.125,14759.525,2011.1,5221.61,2,3,100,100,4,2,40,86,6771,979,0,10203,237,9829,7,24772,-1
246,9817.125,14759.525,1982.62,5221.43,2,3,100,100,4,1,40,77,10170,1336,0,8335,171,10111,4,25179,-1
247,9817.125,14759.525,1970.05,5337.42,2,3,100,100,3,1,40,90,8410,1100,0,7861,140,6437,3,41535,-1
248,9817.125,14759.525,2164.2,5423.83,2,3,100,100,3,1,40,102,4317,776,0,12237,149,3918,10,42313,-1
249,9817.125,14759.525,2107.65,5452.93,2,3,100,100,3,1,40,74,1495,53,0,6707,91,8696,1,58635,-1
250,9817.125,14759.525,2091.5,5467.78,2,3,100,100,2,1,40,74,3003,70,0,5842,37,11251,2,38670,-1
251,9817.125,12757.425,2107.65,5351.08,2,3,100,100,2,1,40,86,2805,147,0,7827,125,11221,6,30188,-1
252,9817.125,12757.425,2013.29,5442.49,2,3,100,100,2,1,40,84,1802,96,0,8187,89,10718,3,26985,-1
253,9817.125,12757.425,1892.98,5231.0,2,2,100,100,2,1,40,73,4253,84,0,4254,49,4329,1,10718,-1
254,9817.125,12757.425,1893.19,5103.8,2,2,100,100,2,1,40,67,5194,34,0,4807,47,4025,2,12127,-1
255,5196.475,12757.425,1819.91,5111.65,2,3,100,100,20,1,40,72,5035,24,0,9893,115,7111,6,23133,-1
256,10029.1,12757.425,1826.46,5164.18,3,3,100,100,1,1,40,81,3668,47,0,9874,148,4818,3,23218,-1
257,5196.475,12757.425,1877.21,5140.14,2,3,100,100,20,1,40,87,2951,128,0,7963,239,7453,5,36383,-1
258,5196.475,12757.425,1846.79,5048.08,2,3,100,100,20,1,40,81,5492,109,0,5960,150,7612,4,25578,-1
259,5491.525,12757.425,1904.47,4874.9,2,2,100,100,20,1,40,84,8442,186,0,5069,65,8703,2,29085,-1
260,5491.525,12757.425,2043.61,4903.62,2,3,100,100,20,2,40,85,8543,270,0,5941,84,7409,2,27695,-1
261,5491.525,12757.425,2321.0,4940.47,2,3,100,100,20,3,40,118,9477,503,0,7846,197,13089,15,33946,-1
262,5430.55,12053.75,2394.56,4928.96,2,3,100,100,20,2,40,87,8850,233,0,6170,107,8204,5,32282,-1
263,5411.8,11740.7,2536.99,4902.91,3,3,100,100,20,2,40,106,5760,217,0,8489,165,10189,19,40080,-1
264,5747.25,10930.35,2702.35,4998.57,2,3,100,100,20,16,40,113,5833,215,0,9152,308,11875,10,36783,-1
265,5747.25,11584.5,2560.76,4948.19,2,3,100,100,20,4,40,81,6260,41,0,6461,257,6391,8,31006,-1
266,5747.25,11584.5,2581.37,5008.62,2,3,100,100,20,5,40,102,4836,305,0,9947,390,7588,7,35856,-1
267,5747.25,11969.075,2475.23,5084.44,2,3,100,100,20,3,40,89,6939,56,0,8776,155,6518,12,30088,-1
268,5547.35,12060.45,2413.19,5083.76,2,3,100,100,20,4,40,74,7150,130,0,8609,77,6821,5,29123,-1
269,5547.35,13692.375,2429.16,5267.11,2,3,100,100,20,1,40,101,9358,706,0,15069,198,10545,4,43537,-1
270,5612.1,13692.375,2512.17,5460.65,2,3,100,100,20,1,40,99,10879,521,0,14813,241,11647,2,43205,-1
271,5612.1,13692.375,2471.69,5390.93,2,3,100,100,20,2,40,87,18264,204,0,9077,189,6506,7,31775,-1
272,10161.35,15202.525,2642.08,5436.51,3,3,100,100,1,2,40,116,14889,615,0,13236,331,14766,7,51099,-1
273,10161.35,15202.525,2665.26,5362.11,2,3,100,100,1,3,40,77,16032,34,0,7837,180,10756,0,65192,-1
274,10699.95,15202.525,2548.26,5266.75,3,3,100,100,1,2,40,78,14854,188,0,5258,112,7310,1,48496,-1
275,10699.95,15202.525,2486.75,5168.54,3,3,100,100,2,2,40,82,11989,40,0,6901,170,8825,1,47967,-1
276,10699.95,15202.525,2540.5,5175.22,3,3,100,100,2,1,40,86,11703,39,0,6389,145,10778,1,61764,-1
277,10699.95,13582.15,2601.4,5150.83,2,3,100,100,1,3,40,93,17144,214,0,8188,187,12887,3,58420,-1
278,13063.5,13500.75,2795.59,5171.15,3,3,100,100,1,2,40,105,17214,180,0,7400,113,9830,2,57626,-1
279,10699.95,15406.65,2865.19,5134.86,3,3,100,100,3,1,40,97,14069,278,0,8093,431,9034,7,69150,-1
280,10699.95,19081.25,2880.74,5101.32,2,3,100,100,2,1,40,86,13536,116,0,6113,92,9674,2,61305,-1
281,10699.95,19081.25,2962.85,5182.46,2,3,100,100,2,1,40,103,16753,606,0,7864,332,17480,2,60754,-1
282,9828.25,16130.675,3002.85,5146.34,2,3,100,100,1,2,40,80,17534,71,0,5553,187,15039,8,62212,-1
283,6410.5,16130.675,3008.42,5013.41,2,2,100,100,20,2,40,93,18595,219,0,3900,158,12107,2,50112,-1
284,9685.75,16130.675,3029.46,4922.73,3,3,100,100,1,2,40,83,13597,327,0,3623,94,10097,11,50047,-1
285,9685.75,16130.675,2899.55,4819.99,3,3,100,100,2,2,40,73,10207,244,0,1867,38,8540,5,30258,-1
286,9685.75,16130.675,2794.28,4594.77,2,2,100,100,2,2,40,56,9137,255,0,1456,56,4513,1,21087,-1
287,9685.75,16130.675,2583.69,4414.79,2,2,100,100,1,2,40,51,10177,445,0,1034,46,3419,3,19579,-1
288,9685.75,15406.65,2462.22,4414.57,2,2,100,100,1,2,40,67,11366,104,0,2458,110,7541,0,25002,-1
289,9685.75,15406.65,2327.32,4326.3,2,2,100,100,1,2,40,59,9038,366,0,1308,78,4748,0,22736,-1
290,9838.0,15406.65,2281.5,4204.78,3,3,100,100,2,1,40,61,9569,343,0,1685,42,4736,1,23204,-1
291,9838.0,15406.65,2123.47,3946.99,2,2,100,100,2,1,40,49,11152,1270,0,1332,77,2145,0,19790,-1
292,9838.0,15406.65,2097.34,3921.53,2,2,100,100,2,1,40,57,12123,172,0,1347,48,3349,3,20299,-1
293,10564.7,15406.65,2096.67,3860.95,3,3,100,100,3,1,40,63,13009,203,0,1778,107,2351,1,19969,-1
294,10564.7,15406.65,2139.25,4128.45,3,3,100,100,4,1,40,71,15280,322,0,3612,221,5566,5,26672,-1
295,10223.4,12020.975,2100.9,4003.27,3,3,100,100,4,1,40,58,10393,545,0,1645,144,2709,2,23376,-1
296,10223.4,12020.975,2164.1,3903.87,2,2,100,100,3,1,40,69,11608,653,0,1534,184,3365,0,24076,-1
297,9838.0,12020.975,2229.97,3858.83,2,2,100,100,2,1,40,69,11042,475,0,1447,81,2571,4,20813,-1
298,9685.75,12020.975,2170.98,3853.31,2,2,100,100,1,1,40,70,10692,313,0,2244,61,3281,2,24822,-1
299,9685.75,12020.975,2091.53,3712.34,2,2,100,100,1,1,40,52,11737,313,0,1353,59,1963,1,19732,-1
300,5407.25,12020.975,2165.82,3699.16,2,2,100,100,20,1,40,63,12368,218,0,1855,157,3007,5,22653,-1
301,5470.7,12020.975,2241.07,3681.16,2,2,100,100,20,1,40,56,11538,350,0,1713,39,3129,6,25173,-1
302,5407.25,12020.975,2212.92,3490.45,2,2,100,100,20,1,40,38,7283,86,0,1336,39,1334,1,16185,-1
303,5407.25,12020.975,2246.4,3484.95,2,2,100,100,20,1,40,55,7897,294,0,1106,68,2171,3,17231,-1
304,10000.7,12020.975,2369.46,3533.0,3,3,100,100,1,1,40,66,7426,67,0,2053,230,3661,2,25856,-1
305,5701.25,12020.975,2434.54,3721.71,3,3,100,100,20,1,40,77,7964,91,0,1769,307,3851,3,26996,-1
306,5701.25,12020.975,2399.51,3840.67,2,2,100,100,20,1,40,83,10827,65,0,1998,120,4533,4,32345,-1
307,10935.0,12020.975,2701.8,3974.94,3,3,100,100,1,1,40,93,11699,337,0,2685,226,6241,3,46556,-1
308,10935.0,12020.975,2786.31,3955.98,2,2,100,100,1,1,40,94,10450,161,0,1214,167,4941,1,37396,-1
309,10935.0,12020.975,3070.87,4001.44,3,3,100,100,1,1,40,110,11016,201,0,1762,277,6884,4,54092,-1
310,10935.0,14902.425,3296.02,4071.35,2,3,100,100,1,1,40,104,10199,287,0,2934,219,6819,6,42775,-1
311,10935.0,14902.425,3463.93,4028.74,3,3,100,100,1,1,40,83,10183,134,0,1930,198,6513,2,49132,-1
312,10935.0,14902.425,3623.31,4159.96,3,3,100,100,1,1,40,123,11161,477,0,4195,230,9656,3,65314,-1
313,10279.55,16379.65,3796.41,4383.64,3,3,100,100,6,1,40,115,10293,315,0,4054,312,10785,5,56587,-1
314,10429.65,12276.075,3918.98,4388.93,3,3,100,100,12,4,40,114,9588,224,0,4015,253,9987,3,57265,-1
315,10479.0,11474.55,4003.68,4394.25,3,3,100,100,11,6,40,106,9493,273,0,3013,422,9879,9,50897,-1
316,10479.0,13094.65,4035.52,4378.81,3,3,100,100,10,1,40,116,8703,270,0,3477,293,8138,4,66732,-1
317,10479.0,13094.65,4134.6,4344.47,3,3,100,100,12,1,40,117,21001,341,0,4786,462,14723,11,68650,-1
318,10479.0,14346.8,3883.37,4479.65,3,3,100,100,12,2,40,91,17015,102,0,4942,248,6843,8,55320,-1
319,10479.0,14346.8,3720.3,4344.19,2,2,100,100,9,1,40,75,14788,308,0,4612,214,6297,4,63337,-1
320,10479.0,14346.8,3532.32,4264.89,2,3,100,100,8,1,40,77,15865,256,0,3227,300,6021,5,52767,-1
321,10950.2,13350.4,3399.17,4223.49,3,3,100,100,8,2,40,70,18199,436,0,3284,253,5441,7,65679,-1
322,13428.4,13350.4,3418.91,4193.97,3,3,100,100,1,2,40,73,19668,230,0,2754,291,5640,6,69351,-1
323,13428.4,13350.4,3284.27,4248.23,3,3,100,100,1,3,40,77,18891,361,0,6564,269,6741,5,47677,-1
324,10950.2,15946.075,3289.39,4375.17,3,3,100,100,6,1,40,87,18498,406,0,10149,279,9368,1,53723,-1
325,10950.2,13350.4,3224.68,4358.8,2,3,100,100,5,4,40,74,22165,732,0,11839,334,6440,6,58413,-1
326,10950.2,13350.4,3314.23,4311.18,3,3,100,100,8,3,40,72,22150,317,0,7265,222,4893,5,61085,-1
327,10950.2,13350.4,3290.46,4260.08,3,3,100,100,7,3,40,78,24409,962,0,9775,166,6821,8,72862,-1
328,17934.3,13350.4,3354.77,4185.96,3,3,100,100,1,3,40,78,22045,490,0,11667,232,4442,8,62651,-1
329,17934.3,13350.4,3585.18,4215.35,3,3,100,100,2,2,40,83,22087,235,0,12640,140,8234,2,96505,-1
330,17605.9,13350.4,3592.01,4263.53,3,3,100,100,3,1,40,77,22294,195,0,12645,88,7157,5,84784,-1
331,17605.9,11678.4,3561.28,4180.65,3,3,100,100,1,3,40,66,20729,301,0,12920,107,7850,5,74654,-1
332,17605.9,11119.025,3637.18,4130.52,3,3,100,100,1,6,40,74,25783,354,0,15093,184,11121,6,72156,-1
333,17605.9,10841.625,3634.53,4255.74,3,3,100,100,1,11,40,84,25357,244,0,15896,352,12232,3,67601,-1
334,24392.05,15428.925,3742.8,4412.13,3,3,100,100,1,1,40,78,19929,335,0,13729,195,8001,5,68722,-1
335,24392.05,15428.925,3950.02,4571.38,3,3,100,100,1,1,40,83,22058,103,0,13272,549,8759,5,88596,-1
336,24392.05,15428.925,3915.16,4630.62,3,3,100,100,1,1,40,68,16700,306,0,14637,238,6499,5,90496,-1
337,22580.225,15428.925,3784.24,4550.26,3,3,100,100,1,1,40,69,19943,451,0,9725,477,5783,0,92740,-1
338,22580.225,15428.925,3998.64,4595.31,3,3,100,100,2,1,40,76,17703,337,0,14931,589,7065,4,120482,-1
339,22095.675,15428.925,3775.51,4477.08,3,3,100,100,1,1,40,66,13851,514,0,8653,407,4562,7,92392,-1
340,22095.675,15428.925,3793.78,4516.32,3,3,100,100,1,1,40,74,12521,142,0,8940,429,6469,5,111144,-1
341,17958.9,15428.925,3732.81,4627.92,3,3,100,100,2,1,40,83,12095,346,0,5867,476,5393,9,98765,-1
342,17958.9,11547.55,3729.44,4592.19,3,3,100,100,2,6,40,77,12525,199,0,4387,651,6545,9,83564,-1
343,16048.35,11954.45,3711.38,4586.85,3,3,100,100,2,3,40,81,12866,73,0,9080,349,5366,8,109448,-1
344,28250.95,11954.45,3807.0,4489.79,3,3,100,100,1,2,40,76,15790,180,0,11339,466,7999,7,111441,-1
345,28250.95,11954.45,3552.6,4477.62,3,3,100,100,1,3,40,69,10401,75,0,7531,423,5193,4,72490,-1
346,28250.95,11954.45,3613.32,4486.43,3,3,100,100,1,4,40,78,11909,185,0,10914,584,8876,11,63398,-1
347,28250.95,16709.875,3631.54,4712.57,3,3,100,100,1,1,40,83,13787,145,0,9282,508,8794,5,74251,-1
348,28250.95,16709.875,3654.1,4720.99,3,3,100,100,1,1,40,90,12724,217,0,10190,711,7922,10,79347,-1
349,28250.95,16709.875,3711.38,4798.57,3,3,100,100,1,1,40,78,15973,144,0,11729,583,7212,4,100513,-1
350,28250.95,14321.25,3593.31,4841.36,2,3,100,100,1,1,40,82,16670,165,0,11218,770,6288,9,102654,-1
351,28250.95,14321.25,3525.16,4709.64,3,3,100,100,1,3,40,65,17265,144,0,7123,275,5091,3,71582,-1
352,28250.95,14321.25,3618.82,4562.23,3,3,100,100,1,2,40,70,21492,317,0,9186,415,9332,5,89932,-1
353,28250.95,14321.25,3448.21,4586.28,3,3,100,100,1,3,40,70,19114,246,0,5890,129,4933,8,73451,-1
354,21906.35,14321.25,3546.16,4509.85,3,3,100,100,2,2,40,72,18580,322,0,6121,42,5691,6,90328,-1
355,21906.35,14321.25,3698.45,4443.8,3,3,100,100,1,2,40,79,17702,523,0,8396,45,6883,3,133220,-1
356,21906.35,14321.25,3703.11,4375.08,3,3,100,100,1,2,40,76,19697,542,0,8102,41,4766,2,111073,-1
357,21906.35,14321.25,3656.68,4203.88,3,3,100,100,1,1,40,71,21711,831,0,6606,147,4634,4,101700,-1
358,21906.35,14321.25,3752.96,3991.53,3,3,100,100,1,1,40,62,22394,698,0,5306,7,5547,3,176792,-1
359,13055.55,10807.575,3701.35,3908.16,3,3,100,100,1,7,40,70,22057,468,0,5245,1,5356,2,95220,-1
360,13055.55,10807.575,3791.39,3641.21,2,2,100,100,1,6,40,56,20575,971,0,5074,34,3362,3,225049,-1
361,11732.95,10807.575,3641.51,3715.9,3,3,100,100,7,6,40,77,23245,437,0,3449,4,5767,2,97495,-1
362,11289.1,10198.225,3552.24,3734.7,2,3,100,100,5,7,40,66,20411,295,0,3608,5,4607,1,101749,-1
363,11289.1,10916.3,3573.32,3872.79,3,3,100,100,5,8,40,72,19415,161,0,4702,5,7536,3,91682,-1
364,13874.4,10916.3,3677.78,3995.7,3,3,100,100,1,10,40,81,23280,265,0,5158,55,8252,8,93199,-1
365,13874.4,11062.275,3650.96,4068.07,3,3,100,100,1,8,40,77,26314,579,0,6704,89,9740,5,107035,-1
366,14513.4,11072.15,3668.36,4184.24,3,3,100,100,2,5,40,75,23808,472,0,9211,54,8788,7,98911,-1
367,13874.4,11072.15,3594.66,4169.55,3,3,100,100,1,8,40,69,21868,641,0,6786,76,5437,4,88373,-1
368,13874.4,11571.4,3551.92,4306.94,2,3,100,100,1,4,40,82,22482,181,0,6490,23,5773,4,104326,-1
369,10770.95,12756.375,3428.86,4369.01,3,3,100,100,1,1,40,80,23515,241,0,3257,2,5824,7,79222,-1
370,14135.95,12756.375,3583.44,4432.49,3,3,100,100,1,1,40,89,22990,717,0,6372,377,8534,3,129535,-1
371,15828.85,14742.675,3558.93,4509.04,3,3,100,100,1,1,40,87,21519,89,0,10370,29,6712,16,113270,-1
372,15828.85,11571.4,3609.56,4508.7,3,3,100,100,1,6,40,87,20519,77,0,5970,16,7419,13,80998,-1
373,15828.85,15388.8,3621.02,4677.61,3,3,100,100,1,1,40,89,20299,83,0,10653,203,9708,17,81493,-1
374,14084.55,15388.8,3557.94,4734.32,3,3,100,100,2,1,40,88,18096,83,0,7720,21,6329,4,70121,-1
375,13736.6,15388.8,3579.1,5046.0,3,3,100,100,2,1,40,93,14623,91,0,11725,83,8262,4,79181,-1
376,14091.8,15388.8,3593.69,5125.24,3,3,100,100,2,1,40,86,14743,30,0,8482,47,9351,5,78376,-1
377,14091.8,15388.8,3582.03,5231.44,3,3,100,100,2,1,40,95,12738,44,0,9863,73,8617,6,93165,-1
378,14775.8,14185.375,3434.65,5195.71,3,3,100,100,1,1,40,92,15040,32,0,7657,14,5629,7,71543,-1
379,14775.8,18175.15,3400.27,5164.75,2,3,100,100,1,1,40,82,20980,51,0,5709,23,5493,4,63592,-1
380,14775.8,18175.15,3434.67,5185.32,3,3,100,100,1,1,40,89,15860,65,0,6280,27,7002,11,70605,-1
381,14775.8,12769.5,3386.86,5059.15,3,3,100,100,1,2,40,81,19876,108,0,3425,11,7126,3,61984,-1
382,14775.8,12769.5,3348.29,5039.96,2,3,100,100,1,2,40,84,18335,160,0,3651,19,6582,6,62028,-1
383,13772.0,12769.5,3364.11,4983.71,3,3,100,100,1,3,40,88,16931,50,0,3401,2,8221,2,64190,-1
384,13772.0,12769.5,3347.77,4904.08,2,3,100,100,1,3,40,79,18929,51,0,3693,95,8248,9,64685,-1
385,13772.0,12769.5,3248.03,4755.54,2,2,100,100,1,3,40,81,17628,268,0,974,22,3361,2,36864,-1
386,13772.0,12769.5,3247.66,4697.9,3,3,100,100,1,2,40,84,19658,187,0,2496,20,4461,5,50337,-1
387,13772.0,14089.925,3168.29,4651.09,2,3,100,100,1,1,40,78,17789,74,0,4382,1,3588,3,58600,-1
388,10935.05,14089.925,3098.4,4547.02,3,3,100,100,2,1,40,72,19205,123,0,3544,7,2357,1,47017,-1
389,10935.05,12769.5,3106.71,4411.14,2,3,100,100,2,2,40,71,24615,101,0,2934,50,4560,4,59883,-1
390,10935.05,13233.475,2920.9,4432.05,2,3,100,100,1,3,40,79,23002,104,0,7018,26,3953,1,67109,-1
391,9469.3,13233.475,2852.59,4334.01,3,3,100,100,1,3,40,67,19064,550,0,1380,0,2182,5,39810,-1
392,6360.6,17018.925,2822.39,4479.91,2,3,100,100,20,1,40,81,19827,198,0,8609,8,5213,1,65318,-1
393,12981.0,17018.925,2783.32,4702.98,3,3,100,100,1,1,40,82,21850,145,0,6836,4,5161,1,69674,-1
394,10598.75,14484.75,2792.94,4799.28,3,3,100,100,1,3,40,82,18622,172,0,7736,40,8751,2,95252,-1
395,10598.75,14484.75,2801.31,4859.73,2,3,100,100,1,3,40,83,16942,13,0,5213,15,4624,3,84939,-1
396,12286.2,15184.425,2773.18,5173.31,3,3,100,100,1,4,40,90,18371,31,0,4620,40,6710,0,90814,-1
397,12286.2,17115.725,2785.74,5287.16,2,3,100,100,1,1,40,81,16661,134,0,8766,212,10070,2,92102,-1
398,12286.2,15196.325,2847.69,5261.17,2,3,100,100,1,3,40,89,14452,12,0,5959,55,11097,0,83846,-1
399,12286.2,15196.325,2742.49,5158.76,2,3,100,100,1,3,40,75,11480,39,0,5475,198,6957,2,79208,-1
400,12204.15,15196.325,2796.01,5246.02,3,3,100,100,1,4,40,91,10097,17,0,4533,49,9458,3,75383,-1
401,12204.15,20383.7,2733.64,5290.66,2,3,100,100,1,1,40,79,9368,46,0,5231,75,6369,3,77558,-1
402,12204.15,20383.7,2662.17,5535.47,2,3,100,100,1,1,40,95,7539,35,0,7014,285,11244,2,96752,-1
403,13781.3,18958.95,2771.97,5778.48,3,3,100,100,1,1,40,107,7753,74,0,10729,309,11859,2,81682,-1
404,16526.525,18958.95,2969.92,6311.5,3,3,100,100,1,1,40,116,6333,134,0,13261,685,15483,5,98779,-1
405,16526.525,18268.0,3082.96,6289.01,3,4,100,100,1,2,40,108,9110,75,0,12139,205,18391,5,95067,-1
406,18070.25,18268.0,3208.35,6476.92,3,3,100,100,1,2,40,119,8573,152,0,13832,458,17047,8,96319,-1
407,18070.25,18268.0,3326.24,6510.61,3,3,100,100,1,2,40,105,7459,79,0,9726,358,14748,1,83262,-1
408,18070.25,18268.0,3400.55,6427.03,2,3,100,100,1,2,40,109,5789,139,0,13767,378,16320,1,95449,-1
409,18070.25,17535.525,3341.64,6399.31,3,3,100,100,1,2,40,103,3688,113,0,12676,396,9757,4,99677,-1
410,18070.25,16942.0,3397.27,6469.44,3,3,100,100,1,3,40,99,4189,91,0,11006,301,13672,6,96735,-1
411,19216.1,18164.85,3481.36,6378.3,3,3,100,100,1,1,40,106,5389,127,0,11800,442,14175,13,92872,-1
412,19216.1,17563.925,3226.63,6283.87,3,3,100,100,1,3,40,95,10398,134,0,9381,164,18723,15,109975,-1
413,19216.1,17563.925,3039.38,6212.4,2,3,100,100,1,3,40,86,8913,114,0,8945,287,13971,7,97422,-1
414,19216.1,18456.45,3053.55,6153.4,3,3,100,100,1,3,40,97,7488,120,0,12810,323,15415,12,91406,-1
415,17262.7,18456.45,3130.15,6328.44,3,3,100,100,2,3,40,104,13754,93,0,9778,184,17270,17,88359,-1
416,17262.7,18254.925,3022.38,6292.38,3,3,100,100,3,2,40,100,12722,67,0,10428,389,15831,8,96706,-1
417,17262.7,17563.925,3076.68,6473.19,2,3,100,100,2,2,40,107,13898,157,0,10258,249,17482,7,81210,-1
418,17262.7,19584.175,3069.8,6691.98,3,3,100,100,2,1,40,109,10221,126,0,12796,245,17551,13,91286,-1
419,17262.7,19584.175,2987.6,6524.82,3,3,100,100,2,3,40,91,17666,100,0,5241,555,9698,8,67586,-1
420,17262.7,19584.175,3017.58,6248.78,3,3,100,100,2,3,40,87,22843,198,0,2814,103,9275,4,55467,-1
421,17262.7,19584.175,3086.05,6164.31,3,3,100,100,2,3,40,89,22284,91,0,6342,594,14995,7,85137,-1
422,21071.35,19584.175,3192.32,5985.84,3,3,100,100,1,3,40,98,18280,209,0,6982,826,19501,4,89903,-1
423,21071.35,19584.175,3248.75,5959.07,2,3,100,100,1,2,40,102,11704,235,0,10944,862,17737,9,103275,-1
424,21071.35,18887.075,3285.98,6014.7,2,3,100,100,1,1,40,96,12110,177,0,9335,323,17851,7,101344,-1
425,21071.35,18887.075,3375.39,5999.32,3,3,100,100,1,1,40,98,12062,238,0,8644,192,19772,9,103409,-1
426,21071.35,18887.075,3302.89,5903.17,3,3,100,100,1,1,40,96,8225,353,0,9186,424,15980,12,103131,-1
427,21071.35,18887.075,3343.34,5683.2,3,3,100,100,1,1,40,92,16703,371,0,8264,303,16041,11,88597,-1
428,21071.35,18887.075,3331.76,5740.11,2,3,100,100,1,1,40,98,15176,264,0,10713,555,17834,8,99325,-1
429,13269.75,16355.9,3425.33,5893.93,2,3,100,100,1,3,40,101,15426,321,0,8856,521,18637,3,100756,-1
430,13655.05,16355.9,3512.47,5829.25,3,3,100,100,2,3,40,92,13587,444,0,11351,447,17301,2,112489,-1
431,13655.05,18204.65,3533.01,5746.06,3,3,100,100,2,1,40,100,8368,256,0,11369,578,17543,4,122340,-1
432,13655.05,18204.65,3527.07,5713.08,3,3,100,100,2,1,40,95,13292,146,0,7983,591,15410,1,104690,-1
433,13655.05,18204.65,3464.64,5538.99,3,3,100,100,1,1,40,90,11622,271,0,6746,424,16472,14,114855,-1
434,13655.05,17215.775,3483.8,5437.02,2,3,100,100,1,1,40,95,14499,204,0,5296,252,15523,7,89331,-1
435,10441.55,17215.775,3423.47,5425.06,3,3,100,100,1,1,40,92,6822,154,0,8293,323,14390,6,103205,-1
436,10441.55,17215.775,3419.37,5440.22,3,3,100,100,1,1,40,94,9246,217,0,7238,195,12052,7,88293,-1
437,10441.55,22565.4,3472.95,5451.81,3,3,100,100,2,1,40,94,16616,486,0,4424,153,12224,5,85051,-1
438,9274.15,22565.4,3493.49,5334.66,2,3,100,100,1,1,40,89,18555,269,0,4984,187,12879,4,82214,-1
439,9308.7,22565.4,3503.23,5249.5,3,3,100,100,1,1,40,92,19047,233,0,5005,100,16371,13,90638,-1
440,10545.8,17030.85,3561.55,5168.74,3,3,100,100,2,1,40,97,20150,82,0,5055,111,15531,13,85369,-1
441,10545.8,17030.85,3501.58,5151.84,3,3,100,100,3,1,40,99,23323,259,0,4126,330,16378,12,81730,-1
442,10545.8,17030.85,3586.37,5324.83,3,3,100,100,4,1,40,93,29774,195,0,4103,211,16060,17,97709,-1
443,10545.8,17030.85,3593.01,5281.88,2,3,100,100,3,1,40,94,25246,174,0,5014,408,17689,8,100675,-1
444,13128.65,17030.85,3650.96,5467.76,3,3,100,100,1,2,40,96,21516,201,0,6802,201,20181,6,112064,-1
445,13128.65,18050.75,3673.48,5423.58,2,3,100,100,1,1,40,97,18802,836,0,5587,237,18105,9,94627,-1
446,13128.65,18050.75,3698.99,5478.58,2,3,100,100,1,2,40,96,10788,32,0,7856,509,16461,9,92942,-1
447,11731.9,18050.75,3779.43,5474.15,3,3,100,100,2,2,40,104,10201,19,0,9692,454,22533,16,105571,-1
448,22507.9,18050.75,3951.86,5625.08,3,3,100,100,1,3,40,95,16034,36,0,8890,252,21098,15,103061,-1
